STATION,DATE,REPORT_TYPE,SOURCE,DailyAverageDryBulbTemperature,DailyAverageRelativeHumidity,DailyPrecipitation,HourlyDryBulbTemperature,HourlyPrecipitation,HourlyRelativeHumidity
RQW00011641,2008-11-15T02:56:00,FM-15,343,,,,77,0,85
RQW00011641,2008-11-15T03:00:00,FM-15,223,,,,77,0,83
RQW00011641,2008-11-15T03:56:00,FM-15,343,,,,78,0,82
RQW00011641,2008-11-15T04:00:00,FM-15,223,,,,79,0,79
RQW00011641,2008-11-15T04:32:00,FM-16,343,,,,79,0.08,79
RQW00011641,2008-11-15T04:39:00,FM-16,343,,,,77,0.08,89
RQW00011641,2008-11-15T04:56:00,FM-15,343,,,,78,0.08,85
RQW00011641,2008-11-15T05:00:00,FM-15,223,,,,79,0.08,84
RQW00011641,2008-11-15T05:56:00,FM-15,343,,,,78,T,85
RQW00011641,2008-11-15T06:00:00,FM-15,223,,,,79,0,84
RQW00011641,2008-11-15T06:56:00,FM-15,343,,,,77,0.17,90
RQW00011641,2008-11-15T07:00:00,4,382,,,,,0.17,
RQW00011641,2008-11-15T07:56:00,FM-15,343,,,,78,0.01,85
RQW00011641,2008-11-15T08:00:00,FM-15,223,,,,79,0.01,84
RQW00011641,2008-11-15T08:56:00,FM-15,343,,,,80,0,82
RQW00011641,2008-11-15T09:00:00,FM-15,223,,,,81,0,79
RQW00011641,2008-11-15T09:56:00,FM-15,343,,,,81,T,74
RQW00011641,2008-11-15T09:58:00,FM-16,343,,,,81,,74
RQW00011641,2008-11-15T10:00:00,FM-15,223,,,,81,0,74
RQW00011641,2008-11-15T10:08:00,FM-16,343,,,,79,0.11,84
RQW00011641,2008-11-15T10:56:00,FM-15,343,,,,79,0.18,82
RQW00011641,2008-11-15T11:00:00,FM-15,223,,,,79,0.18,84
RQW00011641,2008-11-15T11:56:00,FM-15,343,,,,82,0,77
RQW00011641,2008-11-15T12:00:00,FM-15,223,,,,82,0,74
RQW00011641,2008-11-15T12:56:00,FM-15,343,,,,82,0,77
RQW00011641,2008-11-15T13:00:00,FM-15,223,,,,82,0,74
RQW00011641,2008-11-15T13:56:00,FM-15,343,,,,83,0,72
RQW00011641,2008-11-15T14:00:00,FM-15,223,,,,82,0,74
RQW00011641,2008-11-15T14:56:00,FM-15,343,,,,81,T,74
RQW00011641,2008-11-15T15:00:00,FM-15,223,,,,81,0,74
RQW00011641,2008-11-15T15:56:00,FM-15,343,,,,81,0,74
RQW00011641,2008-11-15T16:00:00,FM-15,223,,,,81,0,74
RQW00011641,2008-11-15T16:56:00,FM-15,343,,,,81,0,72
RQW00011641,2008-11-15T17:00:00,FM-15,223,,,,81,0,74
RQW00011641,2008-11-15T17:56:00,FM-15,343,,,,80,0,74
RQW00011641,2008-11-15T18:00:00,FM-15,223,,,,81,0,74
RQW00011641,2008-11-15T18:56:00,FM-15,343,,,,79,0,74
RQW00011641,2008-11-15T19:00:00,FM-15,223,,,,79,0,74
RQW00011641,2008-11-15T19:56:00,FM-15,343,,,,79,T,77
RQW00011641,2008-11-15T20:00:00,FM-15,223,,,,79,0,79
RQW00011641,2008-11-15T20:56:00,FM-15,343,,,,77,0.01,79
RQW00011641,2008-11-15T21:00:00,FM-15,223,,,,77,0.01,79
RQW00011641,2008-11-15T21:56:00,FM-15,343,,,,78,0,82
RQW00011641,2008-11-15T22:00:00,FM-15,223,,,,79,0,79
RQW00011641,2008-11-15T22:56:00,FM-15,343,,,,78,0,82
RQW00011641,2008-11-15T23:00:00,FM-15,223,,,,79,0,79
RQW00011641,2008-11-15T23:56:00,FM-15,343,,,,78,0,82
RQW00011641,2008-11-16T00:00:00,FM-15,223,,,,79,0,79
RQW00011641,2008-11-16T00:00:00,SOD,,80,75,0.03,,,
RQW00011641,2008-11-16T00:56:00,FM-15,343,,,,79,0,77
RQW00011641,2008-11-16T01:00:00,FM-15,223,,,,79,0,79
RQW00011641,2008-11-16T01:56:00,FM-15,343,,,,79,0,77
RQW00011641,2008-11-16T02:00:00,FM-15,223,,,,79,0,79
RQW00011641,2008-11-16T02:56:00,FM-15,343,,,,78,0,79
RQW00011641,2008-11-16T03:00:00,FM-15,223,,,,79,0,79
RQW00011641,2008-11-16T03:56:00,FM-15,343,,,,78,0,76
RQW00011641,2008-11-16T04:00:00,FM-15,223,,,,79,0,74
RQW00011641,2008-11-16T04:56:00,FM-15,343,,,,78,0,76
RQW00011641,2008-11-16T05:00:00,FM-15,223,,,,79,0,74
RQW00011641,2008-11-16T05:56:00,FM-15,343,,,,75,0.01,88
RQW00011641,2008-11-16T06:00:00,FM-15,223,,,,75,0.01,89
RQW00011641,2008-11-16T06:56:00,FM-15,343,,,,76,0,88
RQW00011641,2008-11-16T07:00:00,FM-15,223,,,,75,0,89
RQW00011641,2008-11-16T07:56:00,FM-15,343,,,,77,0.02,82
RQW00011641,2008-11-16T08:00:00,FM-15,223,,,,77,0.02,83
RQW00011641,2008-11-16T08:56:00,FM-15,343,,,,78,T,85
RQW00011641,2008-11-16T09:00:00,FM-15,223,,,,79,0,84
RQW00011641,2008-11-16T09:56:00,FM-15,343,,,,82,0,69
RQW00011641,2008-11-16T10:00:00,FM-15,223,,,,82,0,70
RQW00011641,2008-11-16T10:56:00,FM-15,343,,,,83,0,67
RQW00011641,2008-11-16T11:00:00,FM-15,223,,,,82,0,70
RQW00011641,2008-11-16T11:56:00,FM-15,343,,,,83,0,65
RQW00011641,2008-11-16T12:00:00,FM-15,223,,,,82,0,66
RQW00011641,2008-11-16T12:56:00,FM-15,343,,,,84,0,63
RQW00011641,2008-11-16T13:00:00,FM-15,223,,,,84,0,62
RQW00011641,2008-11-16T13:56:00,FM-15,343,,,,85,0,63
RQW00011641,2008-11-16T14:00:00,FM-15,223,,,,84,0,66
RQW00011641,2008-11-16T14:56:00,FM-15,343,,,,84,0,65
RQW00011641,2008-11-16T15:00:00,FM-15,223,,,,84,0,66
RQW00011641,2008-11-16T15:56:00,FM-15,343,,,,83,0,67
RQW00011641,2008-11-16T16:00:00,FM-15,223,,,,82,0,70
RQW00011641,2008-11-16T16:56:00,FM-15,343,,,,82,0,67
RQW00011641,2008-11-16T17:00:00,FM-15,223,,,,82,0,66
RQW00011641,2008-11-16T17:56:00,FM-15,343,,,,80,0,71
RQW00011641,2008-11-16T18:00:00,FM-15,223,,,,81,0,70
RQW00011641,2008-11-16T18:56:00,FM-15,343,,,,79,0,77
RQW00011641,2008-11-16T19:00:00,FM-15,223,,,,79,0,79
RQW00011641,2008-11-16T19:56:00,FM-15,343,,,,79,0,77
RQW00011641,2008-11-16T20:00:00,FM-15,223,,,,79,0,79
RQW00011641,2008-11-16T20:56:00,FM-15,343,,,,79,0,77
RQW00011641,2008-11-16T21:00:00,FM-15,223,,,,79,0,79
RQW00011641,2008-11-16T21:56:00,FM-15,343,,,,79,0,77
RQW00011641,2008-11-16T22:00:00,FM-15,223,,,,79,0,79
RQW00011641,2008-11-16T22:56:00,FM-15,343,,,,78,0,79
RQW00011641,2008-11-16T23:00:00,FM-15,223,,,,79,0,79
RQW00011641,2008-11-16T23:56:00,FM-15,343,,,,78,T,82
RQW00011641,2008-11-17T00:00:00,FM-15,223,,,,79,0,79
RQW00011641,2008-11-17T00:00:00,SOD,,80,76,0.26,,,
RQW00011641,2008-11-17T00:56:00,FM-15,343,,,,77,0,85
RQW00011641,2008-11-17T01:00:00,FM-15,223,,,,77,0,83
RQW00011641,2008-11-17T01:56:00,FM-15,343,,,,77,0,82
RQW00011641,2008-11-17T02:00:00,FM-15,223,,,,77,0,83
RQW00011641,2008-11-17T02:56:00,FM-15,343,,,,76,0,85
RQW00011641,2008-11-17T03:00:00,FM-15,223,,,,75,0,89
RQW00011641,2008-11-17T03:56:00,FM-15,343,,,,76,0,85
RQW00011641,2008-11-17T04:00:00,FM-15,223,,,,75,0,89
RQW00011641,2008-11-17T04:56:00,FM-15,343,,,,76,0,85
RQW00011641,2008-11-17T05:00:00,FM-15,223,,,,75,0,89
RQW00011641,2008-11-17T05:56:00,FM-15,343,,,,76,0.01,85
RQW00011641,2008-11-17T06:00:00,FM-15,223,,,,75,0.01,89
RQW00011641,2008-11-17T06:28:00,FM-16,343,,,,75,0.13,89
RQW00011641,2008-11-17T06:47:00,FM-16,343,,,,75,0.24,89
RQW00011641,2008-11-17T06:56:00,FM-15,343,,,,75,0.23,90
RQW00011641,2008-11-17T07:00:00,FM-15,223,,,,75,0.23,89
RQW00011641,2008-11-17T07:56:00,FM-15,343,,,,76,T,82
RQW00011641,2008-11-17T08:00:00,FM-15,223,,,,75,0,83
RQW00011641,2008-11-17T08:56:00,FM-15,343,,,,76,0.02,82
RQW00011641,2008-11-17T09:00:00,FM-15,223,,,,75,0.02,83
RQW00011641,2008-11-17T09:56:00,FM-15,343,,,,78,T,79
RQW00011641,2008-11-17T10:00:00,FM-15,223,,,,79,0,79
RQW00011641,2008-11-17T10:56:00,FM-15,343,,,,83,0,70
RQW00011641,2008-11-17T11:00:00,FM-15,223,,,,82,0,70
RQW00011641,2008-11-17T11:56:00,FM-15,343,,,,83,0,67
RQW00011641,2008-11-17T12:00:00,FM-15,223,,,,82,0,70
RQW00011641,2008-11-17T12:56:00,FM-15,343,,,,85,0,63
RQW00011641,2008-11-17T13:00:00,FM-15,223,,,,84,0,66
RQW00011641,2008-11-17T13:56:00,FM-15,343,,,,,0,
RQW00011641,2008-11-17T14:00:00,FM-15,223,,,,,0,
RQW00011641,2008-11-17T14:56:00,FM-15,343,,,,83,0,65
RQW00011641,2008-11-17T15:00:00,FM-15,223,,,,82,0,66
RQW00011641,2008-11-17T15:56:00,FM-15,343,,,,82,0,65
RQW00011641,2008-11-17T16:00:00,FM-15,223,,,,82,0,66
RQW00011641,2008-11-17T16:56:00,FM-15,343,,,,81,0,69
RQW00011641,2008-11-17T17:00:00,FM-15,223,,,,81,0,70
RQW00011641,2008-11-17T17:56:00,FM-15,343,,,,79,0,74
RQW00011641,2008-11-17T18:00:00,FM-15,223,,,,79,0,74
RQW00011641,2008-11-17T18:56:00,FM-15,343,,,,79,0,77
RQW00011641,2008-11-17T19:00:00,4,382,,,,,0,
RQW00011641,2008-11-17T19:56:00,FM-15,343,,,,80,0,74
RQW00011641,2008-11-17T20:00:00,FM-15,223,,,,81,0,74
RQW00011641,2008-11-17T20:56:00,FM-15,343,,,,79,0,74
RQW00011641,2008-11-17T21:00:00,FM-15,223,,,,79,0,74
RQW00011641,2008-11-17T21:56:00,FM-15,343,,,,79,0,74
RQW00011641,2008-11-17T22:00:00,FM-15,223,,,,79,0,74
RQW00011641,2008-11-17T22:56:00,FM-15,343,,,,78,0,76
RQW00011641,2008-11-17T23:00:00,FM-15,223,,,,79,0,74
RQW00011641,2008-11-17T23:56:00,FM-15,343,,,,77,0,79
RQW00011641,2008-11-18T00:00:00,FM-15,223,,,,77,0,79
RQW00011641,2008-11-18T00:00:00,SOD,,80,74,0.09,,,
RQW00011641,2008-11-18T00:56:00,FM-15,343,,,,77,T,82
RQW00011641,2008-11-18T01:00:00,FM-15,223,,,,77,0,83
RQW00011641,2008-11-18T01:56:00,FM-15,343,,,,76,0,82
RQW00011641,2008-11-18T02:00:00,FM-15,223,,,,75,0,83
RQW00011641,2008-11-18T02:56:00,FM-15,343,,,,75,0,84
RQW00011641,2008-11-18T03:00:00,FM-15,223,,,,75,0,83
RQW00011641,2008-11-18T03:56:00,FM-15,343,,,,75,0,84
RQW00011641,2008-11-18T04:00:00,FM-15,223,,,,75,0,83
RQW00011641,2008-11-18T04:56:00,FM-15,343,,,,75,0.02,84
RQW00011641,2008-11-18T05:00:00,FM-15,223,,,,75,0.02,83
RQW00011641,2008-11-18T05:56:00,FM-15,343,,,,74,0.07,91
RQW00011641,2008-11-18T06:00:00,FM-15,223,,,,73,0.07,94
RQW00011641,2008-11-18T06:56:00,FM-15,343,,,,75,T,90
RQW00011641,2008-11-18T07:00:00,FM-15,223,,,,75,0,89
RQW00011641,2008-11-18T07:56:00,FM-15,343,,,,77,0,85
RQW00011641,2008-11-18T08:00:00,FM-15,223,,,,77,0,83
RQW00011641,2008-11-18T08:56:00,FM-15,343,,,,80,0,74
RQW00011641,2008-11-18T09:00:00,FM-15,223,,,,81,0,74
RQW00011641,2008-11-18T09:56:00,FM-15,343,,,,82,0,69
RQW00011641,2008-11-18T10:00:00,FM-15,223,,,,82,0,70
RQW00011641,2008-11-18T10:56:00,FM-15,343,,,,84,0,63
RQW00011641,2008-11-18T11:00:00,FM-15,223,,,,84,0,62
RQW00011641,2008-11-18T11:56:00,FM-15,343,,,,84,0,63
RQW00011641,2008-11-18T12:00:00,FM-15,223,,,,84,0,62
RQW00011641,2008-11-18T12:56:00,FM-15,343,,,,84,0,67
RQW00011641,2008-11-18T13:00:00,FM-15,223,,,,84,0,66
RQW00011641,2008-11-18T13:56:00,FM-15,343,,,,84,0,59
RQW00011641,2008-11-18T14:00:00,FM-15,223,,,,84,0,58
RQW00011641,2008-11-18T14:56:00,FM-15,343,,,,84,0,59
RQW00011641,2008-11-18T15:00:00,FM-15,223,,,,84,0,58
RQW00011641,2008-11-18T15:56:00,FM-15,343,,,,82,0,65
RQW00011641,2008-11-18T16:00:00,FM-15,223,,,,82,0,66
RQW00011641,2008-11-18T16:56:00,FM-15,343,,,,82,0,67
RQW00011641,2008-11-18T17:00:00,FM-15,223,,,,82,0,66
RQW00011641,2008-11-18T17:56:00,FM-15,343,,,,80,0,71
RQW00011641,2008-11-18T18:00:00,FM-15,223,,,,81,0,70
RQW00011641,2008-11-18T18:56:00,FM-15,343,,,,80,0,71
RQW00011641,2008-11-18T19:00:00,FM-15,223,,,,81,0,70
RQW00011641,2008-11-18T19:56:00,FM-15,343,,,,79,0,74
RQW00011641,2008-11-18T20:00:00,FM-15,223,,,,79,0,74
RQW00011641,2008-11-18T20:56:00,FM-15,343,,,,79,0,74
RQW00011641,2008-11-18T21:00:00,FM-15,223,,,,79,0,74
RQW00011641,2008-11-18T21:56:00,FM-15,343,,,,78,0,74
RQW00011641,2008-11-18T22:00:00,FM-15,223,,,,79,0,74
RQW00011641,2008-11-18T22:56:00,FM-15,343,,,,78,0,76
RQW00011641,2008-11-18T23:00:00,FM-15,223,,,,79,0,74
RQW00011641,2008-11-18T23:56:00,FM-15,343,,,,77,0,79
RQW00011641,2008-11-19T00:00:00,FM-15,223,,,,77,0,79
RQW00011641,2008-11-19T00:00:00,SOD,,80,74,0.01,,,
RQW00011641,2008-11-19T00:56:00,FM-15,343,,,,76,0,82
RQW00011641,2008-11-19T01:00:00,FM-15,223,,,,75,0,83
RQW00011641,2008-11-19T01:56:00,FM-15,343,,,,76,0,79
RQW00011641,2008-11-19T02:00:00,FM-15,223,,,,75,0,83
RQW00011641,2008-11-19T02:56:00,FM-15,343,,,,75,0,82
RQW00011641,2008-11-19T03:00:00,FM-15,223,,,,75,0,83
RQW00011641,2008-11-19T03:56:00,FM-15,343,,,,75,0,82
RQW00011641,2008-11-19T04:00:00,FM-15,223,,,,75,0,83
RQW00011641,2008-11-19T04:56:00,FM-15,343,,,,74,0,85
RQW00011641,2008-11-19T05:00:00,FM-15,223,,,,73,0,89
RQW00011641,2008-11-19T05:56:00,FM-15,343,,,,75,0,82
RQW00011641,2008-11-19T06:00:00,FM-15,223,,,,75,0,83
RQW00011641,2008-11-19T06:56:00,FM-15,343,,,,75,0,84
RQW00011641,2008-11-19T07:00:00,FM-15,223,,,,75,0,83
RQW00011641,2008-11-19T07:56:00,FM-15,343,,,,78,0,76
RQW00011641,2008-11-19T08:00:00,FM-15,223,,,,79,0,74
RQW00011641,2008-11-19T08:56:00,FM-15,343,,,,82,0,69
RQW00011641,2008-11-19T09:00:00,FM-15,223,,,,82,0,70
RQW00011641,2008-11-19T09:56:00,FM-15,343,,,,83,0,67
RQW00011641,2008-11-19T10:00:00,FM-15,223,,,,82,0,70
RQW00011641,2008-11-19T10:56:00,FM-15,343,,,,85,0,63
RQW00011641,2008-11-19T11:00:00,FM-15,223,,,,84,0,66
RQW00011641,2008-11-19T11:56:00,FM-15,343,,,,85,0,65
RQW00011641,2008-11-19T12:00:00,FM-15,223,,,,84,0,66
RQW00011641,2008-11-19T12:56:00,FM-15,343,,,,85,0,63
RQW00011641,2008-11-19T13:00:00,FM-15,223,,,,84,0,66
RQW00011641,2008-11-19T13:56:00,FM-15,343,,,,85,0,63
RQW00011641,2008-11-19T14:00:00,FM-15,223,,,,84,0,66
RQW00011641,2008-11-19T14:56:00,FM-15,343,,,,84,0,67
RQW00011641,2008-11-19T15:00:00,FM-15,223,,,,84,0,66
RQW00011641,2008-11-19T15:56:00,FM-15,343,,,,83,0,67
RQW00011641,2008-11-19T16:00:00,FM-15,223,,,,82,0,70
RQW00011641,2008-11-19T16:56:00,FM-15,343,,,,82,0,69
RQW00011641,2008-11-19T17:00:00,FM-15,223,,,,82,0,70
RQW00011641,2008-11-19T17:56:00,FM-15,343,,,,81,0,72
RQW00011641,2008-11-19T18:00:00,FM-15,223,,,,81,0,74
RQW00011641,2008-11-19T18:56:00,FM-15,343,,,,78,0,74
RQW00011641,2008-11-19T19:00:00,FM-15,223,,,,79,0,74
RQW00011641,2008-11-19T19:56:00,FM-15,343,,,,78,0,74
RQW00011641,2008-11-19T20:00:00,FM-15,223,,,,79,0,74
RQW00011641,2008-11-19T20:56:00,FM-15,343,,,,78,0,74
RQW00011641,2008-11-19T21:00:00,FM-15,223,,,,79,0,74
RQW00011641,2008-11-19T21:56:00,FM-15,343,,,,78,0.01,76
RQW00011641,2008-11-19T22:00:00,FM-15,223,,,,79,0.01,74
RQW00011641,2008-11-19T22:56:00,FM-15,343,,,,77,,79
RQW00011641,2008-11-19T23:00:00,FM-15,223,,,,77,0,79
RQW00011641,2008-11-19T23:56:00,FM-15,343,,,,78,,79
RQW00011641,2008-11-20T00:00:00,FM-15,223,,,,79,0,79
RQW00011641,2008-11-20T00:00:00,SOD,,79,77,0.96,,,
RQW00011641,2008-11-20T00:56:00,FM-15,343,,,,76,0.11,85
RQW00011641,2008-11-20T01:00:00,FM-15,223,,,,75,0.11,89
RQW00011641,2008-11-20T01:56:00,FM-15,343,,,,75,0.23,88
RQW00011641,2008-11-20T02:00:00,FM-15,223,,,,75,0.23,89
RQW00011641,2008-11-20T02:08:00,FM-16,343,,,,73,0.32,89
RQW00011641,2008-11-20T02:16:00,FM-16,343,,,,73,0.38,94
RQW00011641,2008-11-20T02:56:00,FM-15,343,,,,74,0.4,91
RQW00011641,2008-11-20T03:00:00,FM-15,223,,,,73,0.4,94
RQW00011641,2008-11-20T03:56:00,FM-15,343,,,,74,0.01,91
RQW00011641,2008-11-20T04:00:00,FM-15,223,,,,73,0.01,94
RQW00011641,2008-11-20T04:56:00,FM-15,343,,,,73,T,90
RQW00011641,2008-11-20T05:00:00,FM-15,223,,,,73,0,89
RQW00011641,2008-11-20T05:56:00,FM-15,343,,,,73,0,90
RQW00011641,2008-11-20T06:00:00,FM-15,223,,,,73,0,89
RQW00011641,2008-11-20T06:56:00,FM-15,343,,,,74,0,88
RQW00011641,2008-11-20T07:00:00,FM-15,223,,,,73,0,89
RQW00011641,2008-11-20T07:56:00,FM-15,343,,,,77,0,77
RQW00011641,2008-11-20T08:00:00,FM-15,223,,,,77,0,79
RQW00011641,2008-11-20T08:56:00,FM-15,343,,,,77,T,79
RQW00011641,2008-11-20T09:00:00,FM-15,223,,,,77,0,79
RQW00011641,2008-11-20T09:56:00,FM-15,343,,,,82,0,69
RQW00011641,2008-11-20T10:00:00,FM-15,223,,,,82,0,70
RQW00011641,2008-11-20T10:56:00,FM-15,343,,,,82,0.01,69
RQW00011641,2008-11-20T11:00:00,FM-15,223,,,,82,0.01,70
RQW00011641,2008-11-20T11:56:00,FM-15,343,,,,82,0,72
RQW00011641,2008-11-20T12:00:00,FM-15,223,,,,82,0,70
RQW00011641,2008-11-20T12:56:00,FM-15,343,,,,84,0,65
RQW00011641,2008-11-20T13:00:00,FM-15,223,,,,84,0,66
RQW00011641,2008-11-20T13:56:00,FM-15,343,,,,83,0,65
RQW00011641,2008-11-20T14:00:00,FM-15,223,,,,82,0,66
RQW00011641,2008-11-20T14:56:00,FM-15,343,,,,83,0,63
RQW00011641,2008-11-20T15:00:00,FM-15,223,,,,82,0,66
RQW00011641,2008-11-20T15:56:00,FM-15,343,,,,82,0,65
RQW00011641,2008-11-20T16:00:00,FM-15,223,,,,82,0,66
RQW00011641,2008-11-20T16:56:00,FM-15,343,,,,81,0,69
RQW00011641,2008-11-20T17:00:00,FM-15,223,,,,81,0,70
RQW00011641,2008-11-20T17:56:00,FM-15,343,,,,80,0,69
RQW00011641,2008-11-20T18:00:00,FM-15,223,,,,81,0,70
RQW00011641,2008-11-20T18:56:00,FM-15,343,,,,79,0,72
RQW00011641,2008-11-20T19:00:00,FM-15,223,,,,79,0,74
RQW00011641,2008-11-20T19:56:00,FM-15,343,,,,79,0,74
RQW00011641,2008-11-20T20:00:00,FM-15,223,,,,79,0,74
RQW00011641,2008-11-20T20:56:00,FM-15,343,,,,79,0,77
RQW00011641,2008-11-20T21:00:00,FM-15,223,,,,79,0,79
RQW00011641,2008-11-20T21:56:00,FM-15,343,,,,78,0.2,85
RQW00011641,2008-11-20T22:00:00,FM-15,223,,,,79,0.2,84
RQW00011641,2008-11-20T22:56:00,FM-15,343,,,,77,0,85
RQW00011641,2008-11-20T23:00:00,FM-15,223,,,,77,0,83
RQW00011641,2008-11-20T23:56:00,FM-15,343,,,,77,0,85
RQW00011641,2008-11-21T00:00:00,FM-15,223,,,,77,0,83
RQW00011641,2008-11-21T00:00:00,SOD,,80,75,0.09,,,
RQW00011641,2008-11-21T00:56:00,FM-15,343,,,,76,0,85
RQW00011641,2008-11-21T01:00:00,FM-15,223,,,,75,0,89
RQW00011641,2008-11-21T01:56:00,FM-15,343,,,,75,0,88
RQW00011641,2008-11-21T02:00:00,FM-15,223,,,,75,0,89
RQW00011641,2008-11-21T02:56:00,FM-15,343,,,,76,0.02,88
RQW00011641,2008-11-21T03:00:00,FM-15,223,,,,75,0.02,89
RQW00011641,2008-11-21T03:07:00,FM-15,223,,,,75,0.06,89
RQW00011641,2008-11-21T03:56:00,FM-15,343,,,,75,0.06,90
RQW00011641,2008-11-21T04:00:00,FM-15,223,,,,75,0.06,89
RQW00011641,2008-11-21T04:56:00,FM-15,343,,,,75,0,90
RQW00011641,2008-11-21T05:00:00,FM-15,223,,,,75,0,89
RQW00011641,2008-11-21T05:56:00,FM-15,343,,,,75,0,90
RQW00011641,2008-11-21T06:00:00,FM-15,223,,,,75,0,89
RQW00011641,2008-11-21T06:56:00,FM-15,343,,,,75,0,90
RQW00011641,2008-11-21T07:00:00,FM-15,223,,,,75,0,89
RQW00011641,2008-11-21T07:56:00,FM-15,343,,,,77,0,85
RQW00011641,2008-11-21T08:00:00,FM-15,223,,,,77,0,83
RQW00011641,2008-11-21T08:56:00,FM-15,343,,,,80,0.01,79
RQW00011641,2008-11-21T09:00:00,FM-15,223,,,,81,0.01,79
RQW00011641,2008-11-21T09:56:00,FM-15,343,,,,82,T,72
RQW00011641,2008-11-21T10:00:00,FM-15,223,,,,82,0,70
RQW00011641,2008-11-21T10:56:00,FM-15,343,,,,84,0,63
RQW00011641,2008-11-21T11:00:00,FM-15,223,,,,84,0,62
RQW00011641,2008-11-21T11:56:00,FM-15,343,,,,82,T,69
RQW00011641,2008-11-21T12:00:00,FM-15,223,,,,82,0,70
RQW00011641,2008-11-21T12:56:00,FM-15,343,,,,84,0,63
RQW00011641,2008-11-21T13:00:00,FM-15,223,,,,84,0,62
RQW00011641,2008-11-21T13:56:00,FM-15,343,,,,83,0,65
RQW00011641,2008-11-21T14:00:00,FM-15,223,,,,82,0,66
RQW00011641,2008-11-21T14:56:00,FM-15,343,,,,84,0,61
RQW00011641,2008-11-21T15:00:00,FM-15,223,,,,84,0,62
RQW00011641,2008-11-21T15:56:00,FM-15,343,,,,84,0,65
RQW00011641,2008-11-21T16:00:00,FM-15,223,,,,84,0,66
RQW00011641,2008-11-21T16:56:00,FM-15,343,,,,82,0,65
RQW00011641,2008-11-21T17:00:00,FM-15,223,,,,82,0,66
RQW00011641,2008-11-21T17:56:00,FM-15,343,,,,81,0,67
RQW00011641,2008-11-21T18:00:00,FM-15,223,,,,81,0,70
RQW00011641,2008-11-21T18:56:00,FM-15,343,,,,81,0,67
RQW00011641,2008-11-21T19:00:00,FM-15,223,,,,81,0,70
RQW00011641,2008-11-21T19:56:00,FM-15,343,,,,80,0,74
RQW00011641,2008-11-21T20:00:00,FM-15,223,,,,81,0,74
RQW00011641,2008-11-21T20:56:00,FM-15,343,,,,80,0,74
RQW00011641,2008-11-21T21:00:00,FM-15,223,,,,81,0,74
RQW00011641,2008-11-21T21:56:00,FM-15,343,,,,80,0,69
RQW00011641,2008-11-21T22:00:00,FM-15,223,,,,81,0,70
RQW00011641,2008-11-21T22:56:00,FM-15,343,,,,80,0,71
RQW00011641,2008-11-21T23:00:00,FM-15,223,,,,81,0,70
RQW00011641,2008-11-21T23:56:00,FM-15,343,,,,80,0,69
RQW00011641,2008-11-22T00:00:00,FM-15,223,,,,81,0,70
RQW00011641,2008-11-22T00:00:00,SOD,,80,71,0.02,,,
RQW00011641,2008-11-22T00:56:00,FM-15,343,,,,80,0,71
RQW00011641,2008-11-22T01:00:00,FM-15,223,,,,81,0,70
RQW00011641,2008-11-22T01:56:00,FM-15,343,,,,80,0,71
RQW00011641,2008-11-22T02:00:00,FM-15,223,,,,81,0,70
RQW00011641,2008-11-22T02:56:00,FM-15,343,,,,80,0,71
RQW00011641,2008-11-22T03:00:00,FM-15,223,,,,81,0,70
RQW00011641,2008-11-22T03:56:00,FM-15,343,,,,79,0,74
RQW00011641,2008-11-22T04:00:00,FM-15,223,,,,79,0,74
RQW00011641,2008-11-22T04:56:00,FM-15,343,,,,80,0,74
RQW00011641,2008-11-22T05:00:00,FM-15,223,,,,81,0,74
RQW00011641,2008-11-22T05:56:00,FM-15,343,,,,79,0,74
RQW00011641,2008-11-22T06:00:00,FM-15,223,,,,79,0,74
RQW00011641,2008-11-22T06:56:00,FM-15,343,,,,79,0,72
RQW00011641,2008-11-22T07:00:00,FM-15,223,,,,79,0,74
RQW00011641,2008-11-22T07:56:00,FM-15,343,,,,81,0,69
RQW00011641,2008-11-22T08:00:00,FM-15,223,,,,81,0,70
RQW00011641,2008-11-22T08:56:00,FM-15,343,,,,83,0,65
RQW00011641,2008-11-22T09:00:00,FM-15,223,,,,82,0,66
RQW00011641,2008-11-22T09:56:00,FM-15,343,,,,84,0,65
RQW00011641,2008-11-22T10:00:00,FM-15,223,,,,84,0,66
RQW00011641,2008-11-22T10:56:00,FM-15,343,,,,85,0,61
RQW00011641,2008-11-22T11:00:00,FM-15,223,,,,84,0,62
RQW00011641,2008-11-22T11:56:00,FM-15,343,,,,83,0,67
RQW00011641,2008-11-22T12:00:00,FM-15,223,,,,82,0,70
RQW00011641,2008-11-22T12:56:00,FM-15,343,,,,84,T,67
RQW00011641,2008-11-22T13:00:00,4,382,,,,,0,
RQW00011641,2008-11-22T13:56:00,FM-15,343,,,,85,0,63
RQW00011641,2008-11-22T14:00:00,FM-15,223,,,,84,0,66
RQW00011641,2008-11-22T14:56:00,FM-15,343,,,,83,0,67
RQW00011641,2008-11-22T15:00:00,FM-15,223,,,,82,0,70
RQW00011641,2008-11-22T15:56:00,FM-15,343,,,,82,T,69
RQW00011641,2008-11-22T16:00:00,FM-15,223,,,,82,0,70
RQW00011641,2008-11-22T16:56:00,FM-15,343,,,,81,T,72
RQW00011641,2008-11-22T17:00:00,FM-15,223,,,,81,0,74
RQW00011641,2008-11-22T17:56:00,FM-15,343,,,,81,T,69
